id,text
gs010,"Let me begin with the middle-class tax cut. Canada's personal tax system is structured on the principle of progressivity: Those who earn more pay a higher share. However, even within this structure, we know that relief at the lowest tax bracket has the widest reach. That is why we are reducing the lowest federal personal income tax rate from 15% to 14%, a change that would directly benefit nearly 22 million Canadians. To put this into perspective, with the full effect of this measure taking hold, individuals would save up to $420, and two-income families would see up to $840 in tax relief. That is not just a number. It is tangible, meaningful relief. We are not waiting to act. The Canada Revenue Agency would update its deduction tables by July 1, 2025, ensuring that paycheques reflect this change immediately. This means more money in people's pockets now, not just next year during tax season. Lowering the tax rate is not just a fiscal move. It is a statement of principle. It sends a clear signal. This government is taking action so that Canadians can take care of what matters most: their families, their future and their peace of mind. For far too many Canadians, the dream of owning their first home has become a distant and daunting goal. The soaring prices and limited availability in our housing market have created barriers that seem insurmountable. We understand all too well the deep frustration and disappointment felt by those who have worked tirelessly, scrimping and saving for years, only to find that their hard-earned savings still fall short of turning their hopes into reality. That is why Bill C-4 introduces the first-time homebuyer GST rebate, a bold and transformative measure designed to lift a significant barrier for those striving to enter the housing market."
gs011,"Mr. Speaker, it is time to speak plainly today, because families in Surrey and across Canada deserve the plain truth, not another round of empty words from Ottawa. Over the past months, as I have met with business owners and families across Surrey, Cloverdale, Clayton and Langley City, the conversations have been sobering. Everywhere I go, people lower their voices, look over their shoulder and tell me the same thing: “Tamara, we don't feel safe anymore.” Not long ago, I hosted a small business round table in my office with several local business owners. One of them runs a handful of small restaurants in Surrey, family-run places where the food is good, the staff knows people's names and the community keeps them alive. He sat across from me, hands folded the way people do when they are trying to stay composed, and I asked him how things were going. He took a moment and said that staff had been followed to their cars, that they had had threats, that they were watching the parking lot instead of customers and that this was not how he wanted to run his business. He was not angry, nor dramatic; he was simply describing the quiet fear that has settled over too many hard-working families in our community, families that came here believing Canada was safe, stable and full of opportunity. He was sad, and that should trouble every single one of us, because what he described is not normal. It is not the Canada that we built. It is not the future we intend to hand down to our children and grandchildren. Surrey is facing something no community should ever face. We have seen extortion-related shootings at banquet halls, restaurants, insurance offices and family homes. We have seen respected businessmen murdered. We have seen houses shot at twice in the same week because criminals felt confident enough to return. In neighbourhoods like Cloverdale, neighbourhoods that once symbolized calm, quiet and safety, families are now installing cameras, reinforcing doors and staying home instead of accepting invitations to birthdays and family gatherings. This is not how Canadians should live."
gs012,"We cannot build national prosperity on catchphrase-filled press releases. We build it on a stable, bankable framework that gets things approved and built, like pipelines, power lines, LNG terminals, critical mineral processing and housing at scale. Conservatives have been saying this for years. We have actually invited the Liberal government to steal our ideas. The offer is still open, because clearly they still do not know what they are doing. The Prime Minister said Canadians would judge him at the grocery checkout. In Middlesex—London they have, and the verdict is not good. By the end of summer, headline inflation was 1.9%, but food inflation was 3.5%, year over year, still outpacing the overall basket. Meat rose by 7.2% and beef was up 12.7%, compared to last year. We cannot view food inflation as a graph. It is supper, and the portions are getting smaller. This is after years of compounded increases. Let us put this in family dollar terms. In 2025, a typical family of four is expected to spend about $16,800 and change on food, which is up roughly $802 from last year. Over the past several years, the cumulative climb is now in the thousands of dollars. Many families describe it as hundreds more each year, with the steepest jump happening right now. In Ontario, staples keep getting higher. Sirloin is up 33%; canned soup is up 26%, coffee 22% and sugar 20% in recent months. A rebate cheque is not a food policy. A school meal press release does not reduce the price of groceries for a two-income family just trying to keep the lights on and gas in the car. When government policy drives up costs then offers taxpayers their own money back, that is not help; it is a headline. If the Liberals let people keep more of their own money, they would not have to play saviour and feed their kids for them. They created the problem, and now they want us to pat them on the back and say “good job” for refusing to fix it."
gs013,"Public safety is the first duty of government. The very first duty of any government is to keep its citizens safe. Everything else, our prosperity, our freedoms and our sense of community, depends on that foundation. The Liberals have neglected that duty. They have chosen ideology over common sense. They have chosen to prioritize repeat offenders over the safety of ordinary Canadians, and Canadians are paying the price. However, Conservatives are offering a different path: a path where dangerous repeat offenders are held accountable; a path where police officers are supported, not undermined; and a path where business owners, parents and seniors can feel safe again in their communities. That path starts when we scrap Liberal bail. It is important to remember that bail was never meant to be automatic. The original intent of bail was to balance two things: the presumption of innocence and the protection of society. When someone posed a clear risk to the community, bail was never supposed to be granted. What the Liberals have done is strip away that balance. They have tilted the system so heavily in favour of offenders that the protection of society has been forgotten. That is why Canadians are seeing violent repeat offenders back on the street time and time again. That is why victims are losing faith. That is why police are calling for change. To restore the balance, we must return to common sense, and that means it is time to scrap Liberal bail. I return to the words of my constituent, the small business owner who told me she is afraid to walk outside at night. That fear should never be normal in Canada. I also return to the words of Chief Jamie Blunden, who told me that police chiefs across the country support the bill. When citizens and law enforcement are both calling for the same thing, the House has a duty to act."
gs014,"Canadians should never have to fear prosecution for quoting the Bible, teaching its doctrine or discussing scriptures in good faith. The Liberal-Bloc amendment in Bill C-9 would remove the current defence for good-faith religious opinion and opinion based on religious text as hate propaganda. This is not some abstract concern. Christians see exactly what it means. It means the government is willing to look at our faith and our biblical scriptures through the lens of criminality. That is a line we must never cross. Broad speech laws rarely remain limited to the extreme cases used to justify them. They begin there and expand outward into lawful disagreement or contentious public matters. Once the government is given broader power to regulate expression, that power seldom stays confined to real threats, violence or criminal incitement. It starts to extend into ordinary democratic discussion in which Canadians are speaking in good faith about real issues. Canadians should never have to wonder whether taking a clear position on a major public issue could place them under legal suspicion. A free society does not build confidence in the law that way. Parliament should punish actual crimes and protect space for lawful debate on the questions that will determine this country's direction. This is why the bill presents such a clear and serious danger. It goes beyond stopping violent acts. It opens the door for what is lawful expression, religious belief and principled disagreement today to be criminalized. The House should not permit that. Conservatives are not defending violence, threats, intimidation or genocide. Those acts are already crimes. The Criminal Code already bans advocating genocide; it already bans public incitement of hatred likely to lead to a breach of the public peace, and it already bans wilful promotion of hatred. The question before us is not whether real criminal hate should be punished. It already can and should be. The question is whether the Liberal government is using real criminal hatred as a reason to widen the law into speech, belief, emotion and motive."
gs015,"This legislation is about unleashing Canadians' potential, telling the entrepreneurs across Canada that their government believes in them and is giving them the tools to succeed. Supporting this act means supporting engineers perfecting rocket engines in Sherbrooke, construction workers building launch pads in Nova Scotia, communities that will grow around Canada's spaceport, and every scientist, technician and innovator ready to write the next chapter of our space story. All that remains is for this House to say yes, to ignite the innovation engine, empower Canadian entrepreneurs and ensure that the next rocket to leave Canadian soil carries the full weight of Canadian law, Canadian ambition and Canadian pride. Canada's innovators and economy are ready for us to finally take to the stars, on our own terms, and I am happy to see that happening."
gs016,"Bill C-16 would also address the most extreme manifestation of gender-based violence: the killing of women because they are women. By explicitly naming and recognizing femicide in the Criminal Code, the bill would acknowledge that women and girls are disproportionately killed in specific contexts, including intimate partner violence, sexual violence, exploitation and hate-motivated attacks. Naming femicide matters. It makes visible a reality that has too often been obscured and affirmed: These killings are not random tragedies but are systemic failures that demand accountability. The bill would ensure that murders occurring in these circumstances are treated as first-degree murder. It would also require judges, when sentencing for manslaughter in the same context, to consider penalties equivalent to second-degree murder, including life imprisonment and parole ineligibility for 10 to 25 years. Importantly, Bill C-16 also recognizes that gender-based violence increasingly occurs through technology. The rise of sexually explicit deepfakes, sextortion and online harassment has created new avenues for abuse, particularly targeting women and girls. These forms of violence can destroy reputations, livelihoods and mental health, and they often silence victims through shame and fear. The bill would address these gaps by clarifying that non-consensual distribution of intimate images includes realistic deepfakes, as well as by criminalizing threats to distribute such materials and by increasing penalties for these offences. These measures would complement existing Government of Canada initiatives aimed at addressing online harms and protecting digital safety, particularly for young people. The bill would also modernize the offence of criminal harassment. Data shows that striking and harassment are common precursors to serious violence, yet the current requirement to prove a victim's subjective fear has made early intervention difficult. Further, Bill C-16 proposes reforms to the Canadian Victims Bill of Rights to better protect victims and expand access to testimonial aids for adult victims of intimate partner violence, sexual offences and criminal harassment, offences that disproportionately affect women and girls. These measures would improve justice system outcomes for victims by recognizing that court procedures themselves can be retraumatizing and that supporting meaningful participation is essential to justice."
gs017,"Madam Speaker, it is an honour to rise again in this chamber on behalf of the people of Vaughan—Woodbridge. Today, we are debating Bill C-10, the commissioner for modern treaty implementation act. The bill would create a new officer of Parliament supported by a new federal office, with a mandate to review and audit how federal departments implement modern treaties. The commissioner would examine the performance of government institutions and present findings in Parliament. The stated goal is to improve how Canada lives up to its obligations under modern treaties. The bill is presented as a measure in the federal action plan to implement UNDRIP and respond to a long-standing frustration that Canada often signs agreements and then fails to deliver on them. Those frustrations are very real. Conservatives recognize that. We support treaty rights and reconciliation. We support self-determination and self-government for first nations, Inuit and Métis. We do not question the sincerity of indigenous partners who see the bill as a way to hold Ottawa accountable. Our concern is that Bill C-10 answers a problem of implementation with more bureaucracy and less accountability. We need accountability in the government to actually meet our treaty obligations. To understand why that matters, it is worth recalling where modern treaties come from and what they are meant to fix. Treaty rights in Canada go back to the earliest relationships between the Crown and indigenous nations, through the Royal Proclamation of 1763, the historic peace and friendship treaties, and the numbered treaties that cover much of western and northern Canada. Those treaties, however imperfectly honoured, are recognized and affirmed in section 35 of the Constitution Act, 1982. In many parts of the country, indigenous title and rights were never resolved by historic treaties. That is why the Supreme Court's decision in 1973 was so important. The court recognized indigenous title in Canadian law and forced the federal government to move from denial to negotiation. That decision opened the modern treaty era and led to the first modern treaty, the James Bay and Northern Quebec Agreement of 1975."
gs018,"In many of these countries, privacy had once been non-existent. Information was power, and that power had too often been abused. Surveillance was used to silence dissent. Trust in public institutions had been deeply damaged, and though democracy had arrived, the scars of its absence lingered. In some places, people were still afraid to speak freely, still hesitant to believe that the change was permanent. It was there, in conversations with small business owners, young reformers and cautious civil servants, that I saw the true cost of lost public trust. Once trust is broken, it takes generations to rebuild. When I returned to Canada, I brought those lessons home with me, into my business, my community and eventually into public service. I later had the honour of serving as a cabinet minister in Saskatchewan's provincial government, in which I was responsible for portfolios on economy, trade and innovation. That experience deepened my belief that when government works well, it creates opportunity, not barriers, for people to grow, contribute and succeed. I reflect on all of this when I consider part 4 of Bill C-4, which addresses the question of how privacy laws apply to federal political parties. At face value, this provision seems narrowly focused. It would retroactively assert that provincial privacy laws do not apply to federal political parties, reinforcing exclusive federal jurisdiction. However, beneath this technical language lies a more profound question about the relationship between citizens and their democratic institutions. When Canadians provide their personal information to political parties, whether signing up for a newsletter, attending a town hall or simply expressing support, they are placing trust in us. They expect that information to be treated with care, confidentiality and respect. When that expectation is not met, the harm is not just legal or administrative. It is democratic. The bill may clarify federal jurisdiction, but it also takes provincial privacy commissioners out of the picture. These offices have built strong, effective systems to address complaints and hold organizations accountable. By removing that layer of oversight, we risk weakening the transparency and trust that Canadians expect and deserve."
gs019,"I would say to the auto workers across Canada that Conservatives see them. We understand what is happening, and we are fighting for them. They are not alone. I, alongside my Conservative colleagues, will always stand up for our auto industry, and let me be clear: This is not just about an industry. It is about the thousands of families and other Canadians who depend on this sector's prosperity. A country that cannot build its own cars, maintain its production and create more jobs is a country that has lost control of the future. Canada can be a manufacturing powerhouse again. We have the workers, the resources and the history. What we need now is the leadership. That is what the motion represents, that is what the plan would deliver and that is why I urge all members of the House to support our motion, not only for my community but for our workers and the future of Canada's auto industry."
gs020,"Mr. Speaker, Bill C-15 is more than a budget bill. It is the government's attempt to convince Canadians it has a road map for the future. However, when we study what is inside this legislation, we see the same pattern that has been holding Canada back for years now: big promises, vague plans, new bureaucracies and no real path to get anything built or to keep our country secure. That is why the issues I am about to raise are not side notes; they are symptoms. What we see in this bill mirrors what we are seeing in our major projects, our national defence and our relationship with the United States. There is confusion where we need clarity, more bureaucracy where we need action and politics where we need common sense. If Canadians want to understand the gap between the government's promises and its performance, they do not have to look far. Take, for example, the much-celebrated pipeline deal between Alberta and Ottawa. It is clear that this deal is going to be handcuffed by the new bureaucracy created in Bill C-15. If Canadians only read the headlines, they would think Canada was already breaking ground, that the steel was ordered, workers were hired and the future was finally on its way. However, hope is not a plan. When we actually sit down and read the six-page memorandum of understanding, we do not come away feeling inspired. We come away wondering how something this confusing could ever lead to a single inch of pipe in the ground. The memorandum says that approving and starting construction on the pipeline is a prerequisite for moving ahead with the Pathways carbon capture project. Then, on the very next line, it says the Pathways project is a prerequisite for approving and building the pipeline. Two things cannot be prerequisites for each other. It is like trying to tell Canadians they cannot start the car until the engine is running, and the engine will not run until the car starts."
gs021,"These are not isolated measures; they are part of a clear plan to bring immigration back to a sustainable path, lessen pressures on our communities and keep the system focused on Canada's needs. Canadians can trust that the plan is working. This work continues under the 2026‑2028 immigration levels plan and our main estimates. Together, they demonstrate that the government's immigration plan and its fiscal plan are aligned, with lower levels, strengthened integrity and funding allocated to where it will have the greatest impact. For fiscal year 2026‑27, Immigration, Refugees and Citizenship Canada's main estimates total $4.42 billion, a decrease of 15% from the previous year. These main estimates reflect a disciplined approach to immigration spending. They align resources with lower immigration levels, the phasing out of temporary measures and the government's broader commitment to reduce spending, improve productivity, and focus on core priorities. Fiscal discipline does not mean stepping away from the department's core responsibilities. These estimates continue to fund the essential work of managing migration, supporting newcomers, strengthening system integrity and improving service. They also support the planning and partnership that keep immigration organized and sustainable, including the implementation of Canada's multi-year immigration level plan and the Canada–Québec Accord. They include limited temporary health care coverage to eligible people and help for provinces and municipalities responding to temporary housing pressures linked to asylum claims. These supports help Canada meet its humanitarian obligations, support partners on the ground and help newcomers settle, contribute and reach their full potential in Canada. They help maintain the asylum system in Canada, including work to strengthen system integrity and maintain processing capacity. They improve service through modernized digital tools. The lower funding profile reflects our responsible approach, reducing where volumes are lower, where temporary measures are ending and where programs can be delivered more efficiently."
gs022,"Scarborough Southwest is not just the riding I represent. It is the community that raised me, shaped my values and showed me what that promise means. Our community has been built by people from all walks of life who have been united by the belief that Canada offers a fair shot at a better life. However, right now, for too many, that promise seems out of reach. Many are working multiple jobs and are forced to stretch every single dollar just to get by. Affordability is not abstract in Scarborough Southwest. It is the painful choice of paying rent over buying groceries. It is kids saving on TTC fare by walking. It is prescriptions being left unfilled. It is the stressful calculation of cost after every paycheque to see if anything is left at the end of the month. This is why, over the past year, our new Liberal government has recognized that Canadians need immediate relief from these challenges and a long-term plan to build a stronger, more resilient economy. This is why our record on affordability matters. Recent measures like the Canada groceries and essentials benefit, which will help millions of Canadians, the temporary pause on the federal fuel excise tax, and the strengthening of consumer protections are just some of the steps our government has taken to keep money in the pockets of hard-working Canadians. Affordability is also about lowering costs over time, creating good-paying jobs, fighting tariffs while strengthening and diversifying our economy, and giving families more security for the future. Our investments in infrastructure, more homes at lower costs, skilled trades, innovation and the critical sectors will shape our economy for decades. These measures address people's everyday challenges while renewing Canada's promise to future generations. As we speak about Canada's future, we must also speak honestly about the world around us. In what is perhaps the most consequential speech of our time, the Prime Minister accurately stressed that Canada must be “both principled and pragmatic”: principled in our commitment to international law and human rights, and pragmatic in recognizing the world as it is, not as we wish it to be."
gs023,"If someone were to ask my constituents a simple question, would they rather have a plan that delivers about 25¢ a litre of relief for the rest of this year or a plan that delivers about 10¢ a litre for a few months, especially when higher prices mean that Ottawa collects more GST and corporate tax revenue, most Canadians would know the answer right away. They would prefer our plan. The question today before the House is whether we will do what Canadians need, not partially, temporarily or halfway, but with a plan that lowers costs across the economy and protects Canadians from price shocks beyond their control. Suspending only a small part of the tax temporarily while leaving these other federal charges and regulations in place is not a full solution. The Conservative official opposition proposes that we can and should do the following: Suspend all federal fuel excise tax and GST on gas and diesel and permanently eliminate the so-called clean fuel standard and the industrial carbon tax. If we take these steps, we could deliver meaningful and immediate relief at the pumps and reduce inflationary pressure throughout the supply chain. Why does fuel matter so much? Virtually everything in our Canadian economy moves by commercial trucking at some point in the delivery chain: goods, groceries, building supplies and services. If it moves, it usually moves on a truck. When fuel costs rise, shipping costs rise, and when shipping costs rise, the price of what Canadians buy rises. That is how inflation gets embedded in day-to-day life. It is not just trucking. Aviation, marine shipping and rail depend on fuel, as well as mines, forestry operations, major construction sites and heavy-duty equipment. Fuel is the major input cost across our entire economy. If we are serious about finding solutions to affordability, we cannot treat fuel costs as a small or isolated issue. Fuel costs drive the cost of living."
