id,text
bp_20251118_t1017w3,"Madam Speaker, let me be clear on what this bill does. It makes things easier. It does not approve anything. It takes barriers out of the way, it adds clarity, and it puts New Brunswick in a position to move when the time comes. The proposal was drafted with several departments at the table — the Office of the Attorney General, Service New Brunswick, the Department of Post-Secondary Education, Training and Labour, and the Department of Indigenous Affairs. The NB Power Board of Directors will go on overseeing all security measures, so the financial accountability and the risk mitigation stay where they are. The information gathered becomes the basis of the proposal that goes to government for approval, and it gets reviewed before any authorization is given. Madam Speaker, the Mactaquac Life Achievement Project is a bold investment in our energy future, and a necessary one. This bill makes sure we are ready for what it brings, with the flexibility and the clarity and the confidence that will be required. I will say that again, because it is the heart of it: this legislation is what gets us ready. I would urge all members to support the bill and help us take the next step toward securing clean energy for New Brunswickers, today and for decades to come. Thank you, Madam Speaker."
bp_20251118_t922w0,"Thank you, Madam Speaker. We have guests with us this afternoon — members of the New Brunswick Psychiatric Association are in the gallery, and I believe the association's Board of Directors is up there as well. I'd ask members to give them a welcome. These are dedicated professionals, and the work they do supporting New Brunswickers' mental health and well-being is essential. I'll say as well that the association keeps working closely with the Department of Health, and that collaboration is doing a lot to strengthen our system of care. I'll have more to say about that later on today. Thank you. Thank you, Madam Speaker."
bp_20251202_t1365w0,"Madam Speaker, we have a new provincial website up, and I am glad to tell the House about it. It is artsculturenb.ca. The point of it is to get more people paying attention to the arts, culture and creative industries in this province, and it is up just in time for the holidays. What you will find there are artists, artisans and cultural experiences from all over New Brunswick. If you are looking for a gift that is a bit different, or an event or a performance to go to, that is where to look. And it works the other way too. If you are in the arts and culture sector, there is a place on that site to upload your own events and your own work and get it in front of people. So go to artsculturenb.ca and have a look at what is being made in this province. Shop local this season. Celebrate our own talent. Support the artists who make this place extraordinary. Thank you, Madam Speaker."
bp_20251203_t1396w0,"Madam Speaker, today is the International Day of Persons with Disabilities. I want to recognize the strength, the contributions, and the resilience of persons with disabilities right across New Brunswick. Our commitment is to a province where every person has an equal opportunity to take part fully — in our communities, in our schools, in our workplaces, in our public spaces. We showed what that commitment looks like this summer. We made sure the federal Canada Disability Benefit would not detract from provincial disability programs, because federal programs should complement provincial support, not replace it. Madam Speaker, a day like today is a reminder that accessibility and inclusion are not optional. Without them there is no real equity. So let us keep at it together — removing barriers, promoting dignity, and making sure every New Brunswicker can live, work, and thrive without limitations. Thank you, Madam Speaker."
bp_20251204_t1466w0,"Mr. Speaker, on October 24, Ms. Laura Anderson of Newtown turned 105. One hundred and five. She is still living independently, in her own home, and she is as sharp and as strong as anybody I know. Up until last month she still had her driver's licence, and she used it — short drives on the rural roads out there, roads she has known her whole life. Laura and her late husband, Thomas, did a lot for this province. They were founding members of the Agricultural Museum of New Brunswick, so a good part of our farming heritage is preserved because those two thought it was worth preserving. In 1967, they started the first farm vacation in New Brunswick. Families came from all over the province, and travellers came from around the world. She still tells the stories, Mr. Speaker, and she still has the humour to go with them. One hundred and five remarkable years. We congratulate her, and we thank her for everything she has given this province."
bp_20251204_t1477w0,"Madam Speaker, our government presented the 2026-27 capital budget. It's $1.47 billion. That's $200 million above last year, and it's the biggest capital budget this province has ever seen. The bulk of it is going to the Department of Transportation and Infrastructure, for our roads, our bridges, our ferries and the rest of the essential infrastructure out there. Health care sees significant investment too — modernizing medical equipment, renovating hospitals. In education, we're building new schools in Shediac and in Moncton, and upgrading several institutions elsewhere in the province. Madam Speaker, none of this is optional. There's a backlog, and it built up over years of underinvestment, and somebody has to work through it. These investments show where our commitment is: on safety, on quality of life, and on the future of our communities for the generations coming after us. Thank you, Madam Speaker."
bp_20251204_t1550w1,"Madam Speaker, when somebody walks through a door looking for help, they should not have to find out that mental health is one door and addiction is another one down the hall. Those two things travel together far more often than not. So we are building a system where the two work hand in hand and are dealt with together.

What integrating the services buys you is a continuum that actually holds. Prevention, treatment, recovery, harm reduction, all of it connected, so people can get the right supports at every stage of the journey rather than falling through the cracks between programs.

For children and youth, the work starts early and it happens in the community. Get in early and substance use does not escalate, and the long-term harms come down.

For someone already living with addiction, it is about getting them in the door in time and having something real on the other side of it. Detox services. Live-in programs. Outpatient counselling. Long-term recovery supports. A full range, not one option.

The investments back that up. We launched the Moncton Addictions and Mental Health Court. When a person with mental health and addiction challenges comes into contact with the justice system, that court gives them a chance at treatment and community supports instead. If they are facing criminal charges, it is an alternative pathway to traditional sentencing, connecting them to treatment and recovery. It eases pressure on the justice system too, and participants do better over the long term.

And this week we announced a new 50-bed addiction treatment facility — a first step on treatment capacity, and we are actively exploring more beds across New Brunswick.

Beds need staff. That is why the workforce piece is in here, including ten newly established trainer positions to build skills, expertise and resilience in the addictions and mental health workforce.

All of it together, Madam Speaker, means stronger service delivery, consistency across the province, and people living with substance use challenges getting the right care at the right time and in the right setting."
bp_20251205_t1574w0,"Madam Speaker, if there are seniors watching this morning in the Miramichi area, here is something worth knowing about. Nursing Home Without Walls is at the Miramichi Regional Hospital today, in the main lobby, from 7 a.m. until 2 p.m. They are there with Horizon Health Network to sit down with people and get them set up on MyHealthNB. That is the secure portal where you can look at your own blood work and your own imaging results. You need two things: a Medicare card and an email address. That is it. Horizon staff will check your identity right there and hand you the access code on the spot. No appointment. Nobody has to register ahead of time. This is the sort of thing Nursing Home Without Walls does well, Madam Speaker — taking a barrier away so seniors can stay on top of their own health information and stay independent. Thank you, Madam Speaker."
bp_20251209_t1625w0,"Thank you, Madam Speaker. A sad one today. Robert Hosford passed away on Wednesday, November 12. Husband, father, uncle, great-uncle, pop pop to his grandchildren, and a friend to more people than I could name here. Robert was the cornerstone of that family. Their needs came first, his came second, and that was how he wanted it. A helping hand or a listening ear — whichever you needed, that is what you got. His laugh was the kind you could hear across a room, Madam Speaker, and his humour could turn a tough day into one you ended up telling people about. He cheered for his family louder than he cheered for anybody, and he cheered pretty loud at a ball game. Sports and family, that was Robert, and family always won. He leaves behind love, laughter and adventure. To his family and to his friends, our condolences. Thank you."
bp_20251209_t1639w0,"Madam Speaker, a new family health team was announced in Bathurst yesterday, and I am glad to be able to stand up and say so. This clinic is one of a number opening across New Brunswick right now. That is what a movement looks like when it starts to take hold — community clinics opening up, more people getting in the door for primary care, and families having a place to go where the care carries on from one visit to the next. For people in our region this is a real change, Madam Speaker. More professionals under one roof. Intake that is more flexible. And when you need to be sent somewhere else, you get sent to the right place. That collaborative model is slowly changing how care gets delivered in this province, and it is built on three things: being close to where people live, keeping people well in the first place, and having the different professions work together. Every opening is us doing what we said we would do. In Bathurst and in other places too, the progress is very real. Promise made, promise kept, Madam Speaker."
bp_20251210_t1743w0,"Mr. Speaker, New Brunswickers are going to be gathered around the Christmas tree in a couple of weeks, and they will be exchanging more than presents. They will be exchanging stories about how this Holt government turned its promises into ornaments. Sparkly. Shiny. Hollow. The balanced budget was going to come with fanfare and a drumroll, we were told. What is under the tree instead? A deficit. Not the gift that keeps on giving, Mr. Speaker. The gift that keeps on taking. And the carbon tax adjustor. That was a promise you could have kept with the stroke of a pen. Still there. Still adding to the price of everything people buy every single day. That is not the Christmas cheer we were hoping for. There have been a lot of promises made to New Brunswickers. This government needs to figure out that promises are not just for the Christmas season. They are for the rest of the year too. Deliver."
bp_20251210_t1783w0,"Madam Speaker, I appreciate the minister's statement on the InnovateNB Awards, and I want to say up front that the recipients deserve every bit of it. These are people doing hard things in a small province. Good on them. Now, having said that, celebrating is the easy part. Innovation does not exist in a vacuum. It needs a support system around it, and we still have barriers in New Brunswick that plenty of innovators hit head-on. The minister spoke about a growing confidence in the business climate here. I would ask, confidence for whom? Because it is not evenly spread across sectors and it is certainly not evenly spread across communities. Our rural areas still struggle to get at the resources and the supports that the urban centres take for granted. That is the part I keep hearing about back home. If the benefits of innovation reach only the people who already have the networks, then this is not a provincial strategy, it is a strategy for a couple of postal codes. And what about the next crowd coming up? That is the question nobody puts on the awards program. Cultivating the next generation of innovators means investing in education, it means mentorship, and it means funds that are actually accessible to somebody without a lawyer. Our young people should be leading this, not watching it. Research and development is the other thing. We celebrate results while the investment that produces results goes short, especially in the sectors we say we are betting on, clean technology and sustainable practices. So my ask is simple. Let us work at this together, government and industry and communities, and build something inclusive enough that innovation is open to every New Brunswicker. Our future depends on it. Thank you, Madam Speaker."
bp_20251211_t1859w0,"Thank you, Madam Speaker. With the holidays coming, I want to say a word about shopping local. Small business is the heartbeat of the economy in this province. It is the cafe and the restaurant where people meet up. It is the boutique and the artisan that give a downtown its character. It is the family shop that has been handed from one generation to the next, and the local producer turning out work that is world class right here at home. Those are not just storefronts, Madam Speaker. They are employers. They support the minor hockey team. They are a big part of how our regions grow. When you shop local at Christmas you are not just buying a gift. More of that dollar stays in New Brunswick. It goes into jobs, into local suppliers, into the economies of our own regions. That is a ripple, and it is a powerful one. It is what lets a small business grow and keep serving the community it cares about. I was at the Premier's open house yesterday. The turnout was strong and the range of vendors there was something to see. New Brunswickers want to buy local, and the talent in our small business community is remarkable. So get out to the markets this season. Go into the neighbourhood shops. Find the artisans. Choose New Brunswick-made products and services. Big choices, small choices — they add up, and they add up most at this time of year. When you shop local you are supporting the people who support all of us the rest of the year. One more word on the open house. It was exciting to see such a diverse range of folks. I talked to one vendor who started his business when he was nine years old. Nine. A special thank-you to everyone who came out yesterday and took the time to speak with those vendors and"
bp_20251211_t1877w2,"WHEREAS the From Surfaces to Services report came out in 2017, and it said we needed one comprehensive, coordinated approach to public transportation in this province, and since then nothing meaningful has been done; WHEREAS putting a Minister in charge of public transportation would give us the leadership, the coordination and the accountability we need to actually develop, fund and connect these services across New Brunswick; BE IT THEREFORE RESOLVED that this Legislative Assembly urge the Premier to give the Minister of Transportation and Infrastructure a mandate for public transportation; BE IT FURTHER RESOLVED that this Legislative Assembly urge the government to put the resources and the funding behind the New Brunswick Transportation Authority so it can create a public transportation strategy and carry it out."
bp_20260318_t2135w12,"What we heard, too often, is that the subsidies and the economic development incentives go to the big corporations, and not to the small and medium-sized businesses that create most of the local jobs in our communities. Point that investment at the smaller operators and you strengthen the local economy, and the wealth that gets generated by that activity stays here in New Brunswick communities. One idea that came up, and I think it is a good one, is stronger support for community economic development corporations. Those let residents put money directly into a business by buying community investment shares. Nova Scotia and Prince Edward Island have run similar models and have launched hundreds of enterprises off the back of them — renewable energy projects, community ventures, that sort of thing. Given proper provincial support, and some promotion, this could be a real driver of local entrepreneurship and resilience here. Citizens also had a lot to say about the energy strategy and the need to modernize it. Instead of leaning so heavily on the large, high-risk megaprojects, there is growing support for diversifying, with the focus on efficiency and on renewables. Some of what was put forward: an energy investment fund to get new technologies to commercialization, a modest levy on electrical bills dedicated to efficiency and renewable projects, and a Property Assessed Clean Energy program to pay for solar, battery storage and efficiency upgrades. Do those things and you bring household energy costs down, you create skilled jobs, and you start dealing with the long-term electrical demand problem that NB Power is looking at. The last one is procurement. Citizens want the province to use its purchasing power for local economies. Government spends tens of millions of dollars a year on goods and services, and a lot of that money goes to large corporations or to suppliers outside the province. Redirect even a small part of it to local businesses, cooperatives and social enterprises, and you create real opportunity in communities across New Brunswick. The hospitals, the universities, the schools, the correctional facilities — those institutions know what they need to buy and they buy it every year. Aim even a small share of those contracts at local suppliers on purpose and the benefit ripples right across the province."
bp_20260320_t2144w0,"Thank you, Madam Speaker. I was very sorry to hear of the passing of Hon. Mark McLane, Prince Edward Island's Minister of Health and Wellness. He gave a great deal to public service, and the work he did to improve the lives of Islanders is going to outlast him. In government he was a person of integrity. He was compassionate, and he genuinely wanted a stronger health system and a stronger community. What he did in public office, and outside of it, will be remembered and appreciated for a long time to come. To Mark's family, to his friends and colleagues, and to all Islanders who felt the effect of his work and his leadership, my heartfelt condolences. He will be greatly missed. Thank you, Madam Speaker."
bp_20260320_t2201w0,"Madam Speaker, the month of March gives us a chance to pay tribute to social workers, and their work matters a great deal in the lives of New Brunswickers. They offer care, they advocate, and they support people, and they do all of it with empathy and respect. For a lot of families, a social worker is where healing starts. Where resilience comes from. Where hope comes from. They transform lives, Madam Speaker, and they uplift communities, and what drives them is a commitment to dignity and human rights. Their roles are all over the place, and I mean that as a compliment: addictions and mental health, children and youth in care, seniors, women and gender equity. Within the Department of Social Development we have over 600 social workers. They help New Brunswickers access long-term care and disability support. They help protect children and seniors from abuse. They support foster families. They advocate for vulnerable individuals and they make sure vital services reach the people in need of them. This National Social Work Month, we thank them for their compassion, their resilience, and their commitment to improving lives and to building stronger communities across New Brunswick. Their dedication does not waver, and it makes a lasting difference every day. Thank you, Madam Speaker."
bp_20260324_t2305w3,"Madam Speaker, let me go through how it works. An employee has to have 90 days of continuous employment before they are eligible for the leave. That is the same threshold other provinces use. The employee has to tell the employer as soon as they can that they need it. And an employer can ask for reasonable medical documentation showing the person is not able to work because of illness or injury. None of that is unusual. It keeps the leave honest and it gives employers some assurance and some predictability about what is coming. Madam Speaker, this is a step forward. It gives workers protection at the point where they are most vulnerable, and it does it in a way that takes account of what workplaces across this province actually look like. It goes to something bigger too, which is whether New Brunswick is a place where a person can live and work with dignity. Nobody should have to pick between their health and their job. Right now our legislation leaves a gap there. This amendment fills it. It protects people while they are sick and it keeps the process reasonable and structured for the employer. It is practical, it is needed, and it is the sort of balance we ought to be aiming for in our labour standards. Thank you very much, Madam Speaker. Thank you, Madam Speaker."
bp_20260325_t2350w0,"Madam Speaker, I rise today about the Battle of Vimy Ridge, fought on April 9, 1917, and about why it still matters. It is one of the defining moments in Canada's history. The Vimy Foundation has been at this since 2006, raising awareness and teaching Canadians about the battle, and this year's campaign begins the lead-up to the 110th anniversary in 2027. That is going to be a milestone moment for this country. Vimy Week is April 2 to 9, and I'd ask all members of this House to wear the Vimy Pin. If you look closely at it, there are four distinct colours, and they're there for the four Canadian divisions that fought together for the first time at Vimy Ridge. Unity and sacrifice, that's what the pin is saying. When we wear it we honour their courage, their sacrifice and the legacy they left behind, and that legacy helped define our nation. Thank you, Madam Speaker"
bp_20260505_t2576w0,"Madam Speaker, we're coming up on a year since our government launched the universal breakfast program in every school in New Brunswick. That was last September. The results are already showing. Every morning, right across the province, kids are sitting down to milk, eggs, bagels, apples and cheese before the bell goes. We work with FeedNB on this, and that partnership is what lets schools put healthy food on the table — a lot of it coming off our own farms and out of our own local businesses. For a lot of families this matters, Madam Speaker, and it matters more with what groceries cost now. It saves parents money. It saves them time. It takes some of the pressure out of a weekday morning, and anybody with young kids at home knows what those mornings are like. And the kids get to class fed, so they can actually concentrate and take part in the day. That is a real investment in these young people. Every child should get to start the day on the right foot. Thank you, Madam Speaker."
bp_20260505_t2582w0,"Madam Speaker, I rise today a happy man, and a grateful one. People in my part of the province have been waiting on this for years, and the new bridge between Île Lamèque and Shippagan, the one we have hoped for all that time, is going to be built. My thanks to the Premier, Hon. Susan Holt, and to the Minister of Transportation and Infrastructure, Hon. Chuck Chiasson, who came out to the region in February to make the announcement in person. That marks a turning point for our communities. It will simplify travel for people, it will strengthen our connections with the rest of the province, and it will bring new economic opportunities our way. On behalf of my constituents, I want to say thank you to everyone who played a part in making this project happen for our community. Thank you, Madam Speaker."
bp_20260506_t2648w0,"Madam Speaker, I want to tell the House about Charlie Burrell. Charlie is proof of what one person can do in a community. Out in Little River he has put his own time and his own energy into building a facility and small homes for people who are homeless — people most of us walk past and forget about. He saw his friends, and that is what he calls them, his friends, living on the streets of Moncton. He could have turned away. He did not. He stepped up. He brings them food and clothing, and that matters, but what matters more is that he gives them dignity and he gives them hope. Charlie reminds us that homelessness is not an issue. It is a human being having a hard time, and everyone deserves kindness and a chance. His work has pulled that community together and it has got other people involved. Change starts with one person deciding to care. Thank you, Charlie. You care so much."
bp_20260506_t2699w0,"Madam Speaker, I was sad to learn that Roméo H. LeBlanc has passed away at the age of 102. He was an Acadian, and he served in the Second World War. As Minister responsible for Military Affairs, I want to take a moment for him here today. His service to this country was exceptional. But it did not stop when the war stopped. He spent the rest of his life looking after other veterans and making sure the people who served were not forgotten. Courage, devotion, a sense of duty — that was Mr. LeBlanc, right through to 102 years of age, and young people coming up behind him will have something to look to in that. On behalf of the government of New Brunswick, my condolences to his family, to those close to him, and to the whole veterans' community. We will remember him. Thank you, Madam Speaker."
bp_20260507_t2871w4,"As the province modernizes its assessment system, the rationale for a separate assessment fee gets thinner. Modern assessment relies on digital tools. Automated evaluation models. Data pulled in from several sources. Less manual work. When that is how the system operates, the cost of assessment belongs where every other core function of government belongs, in the budget, not tacked onto a bill. Eliminating the fee reflects the modernization we say we are doing. It would also support rural and small-community residents. Out there you find lower incomes, higher transportation costs, fewer local services, and limited access to affordable housing. The fee is felt more acutely in those communities. Getting rid of it would be a meaningful gesture toward rural New Brunswickers, many of whom have made their frustration with the property tax system very clear. And it is a source of public backlash year after year. Property tax bills go out, and the assessment fee is the thing people latch onto. That erodes trust. It distracts from broader reform. It undermines confidence. Eliminating the fee removes a flashpoint we know is coming every twelve months. Eliminating the assessment fee on the 484 000 property tax bills issued in New Brunswick is a practical and timely measure, and it aligns with the province's own stated goals for property tax reform. It would improve affordability, rebuild public trust, simplify administration, support rural and low-income residents, reinforce the assessment freeze, align with modernization efforts and demonstrate that somebody here is listening. Here is the part that should trouble members. Based on the best available public reporting, the assessment fee generates millions of dollars per year, and the government of New Brunswick has not publicly disclosed the exact total. The fee is set at $19.40 per $100 000 of assessed value. The total revenue therefore depends entirely on the combined provincial assessment base. The legislation applies $19.40 per $100 000 of assessed value to every property tax bill in the province, and because assessments have risen sharply in recent years, the fee is growing rapidly. The province does not publish a line-item total in its budget documents. No public source provides an official aggregate revenue figure. So what can we infer from the structure of the fee?"
